manufactory;product_name;segment;category;subcategory;Product ID;Product Available (Inventory)
Xerox;Xerox 213;Corporate;Office Supplies;Paper;311;119
Angle-D;Angle-D Binders with Locking Rings, Label Holders;Consumer;Office Supplies;Binders;766;170
Logitech;Logitech K350 2.4Ghz Wireless Keyboard;Consumer;Technology;Accessories;1525;445
Memorex;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;Consumer;Technology;Accessories;303;435
Plantronics;Plantronics Voyager Pro Legend;Consumer;Technology;Phones;412;216
Staple-based wall hangings;Staple-based wall hangings;Consumer;Furniture;Furnishings;624;226
3-ring staple pack;3-ring staple pack;Corporate;Office Supplies;Binders;27;339
HTC;HTC One;Consumer;Technology;Phones;1195;172
Other;Stackable Trays;Corporate;Furniture;Furnishings;1147;399
Boston;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;Corporate;Office Supplies;Art;1029;12
Micro Innovations;Micro Innovations USB RF Wireless Keyboard with Mouse;Consumer;Technology;Accessories;1596;147
Master Caster;Master Caster Door Stop, Gray;Home Office;Furniture;Furnishings;1597;43
Bush;Bush Andora Conference Table, Maple/Graphite Gray Finish;Corporate;Furniture;Tables;1598;161
GBC;GBC Laser Imprintable Binding System Covers, Desert Sand;Corporate;Office Supplies;Binders;778;232
Ibico;Ibico Recycled Grain-Textured Covers;Corporate;Office Supplies;Binders;1599;173
Xerox;Xerox 23;Corporate;Office Supplies;Paper;733;220
Wilson Jones;Wilson Jones Standard D-Ring Binders;Consumer;Office Supplies;Binders;753;162
3M;3M Office Air Cleaner;Consumer;Office Supplies;Appliances;1600;393
Acco;Acco D-Ring Binder w/DublLock;Consumer;Office Supplies;Binders;583;317
Logitech;Logitech G700s Rechargeable Gaming Mouse;Consumer;Technology;Accessories;671;111
Sanford;Sanford Colorific Eraseable Coloring Pencils, 12 Count;Home Office;Office Supplies;Art;1564;333
Howard Miller;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Consumer;Furniture;Furnishings;316;139
Plantronics;Plantronics Savi W720 Multi-Device Wireless Headset System;Consumer;Technology;Accessories;1206;59
Cubify;Cubify CubeX 3D Printer Double Head Print;Consumer;Technology;Machines;1601;9
Panasonic;Panasonic KX TS3282W Corded phone;Consumer;Technology;Phones;1207;159
Cisco;Cisco Small Business SPA 502G VoIP phone;Corporate;Technology;Phones;1602;362
Xerox;Xerox 190;Consumer;Office Supplies;Paper;220;442
Howard Miller;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";Consumer;Furniture;Furnishings;18;344
Newell;Newell 35;Consumer;Office Supplies;Art;175;16
Tennsco;Tennsco Double-Tier Lockers;Consumer;Office Supplies;Storage;1002;385
Sanford;Sanford Colorific Eraseable Coloring Pencils, 12 Count;Consumer;Office Supplies;Art;1564;145
Sanford;Sanford 52201 APSCO Electric Pencil Sharpener;Consumer;Office Supplies;Art;692;295
Avery;Avery Arch Ring Binders;Consumer;Office Supplies;Binders;393;341
Panasonic;Panasonic KX TS3282W Corded phone;Consumer;Technology;Phones;1207;474
Global;Global Value Steno Chair, Gray;Consumer;Furniture;Chairs;666;496
Hon;Hon Valutask Swivel Chairs;Consumer;Furniture;Chairs;1603;30
Other;Harbour Creations 67200 Series Stacking Chairs;Consumer;Furniture;Chairs;1167;163
Tenex;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;Consumer;Furniture;Furnishings;760;239
GBC;GBC Plastic Binding Combs;Consumer;Office Supplies;Binders;115;393
Newell;Newell 320;Corporate;Office Supplies;Art;805;321
Fellowes;Fellowes Officeware Wire Shelving;Consumer;Office Supplies;Storage;438;474
Xerox;Xerox 226;Home Office;Office Supplies;Paper;291;105
Imation;Imation Bio 8GB USB Flash Drive Imation Corp;Consumer;Technology;Accessories;1281;479
Master Caster;Master Caster Door Stop, Brown;Corporate;Furniture;Furnishings;111;356
Other;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";Corporate;Office Supplies;Envelopes;474;294
Avery;Avery 507;Corporate;Office Supplies;Labels;1517;331
Other;Self-Adhesive Ring Binder Labels;Corporate;Office Supplies;Binders;537;260
Other;Bagged Rubber Bands;Corporate;Office Supplies;Fasteners;1371;316
Other;White Computer Printout Paper by Universal;Corporate;Office Supplies;Paper;653;71
Maxell;Maxell 4.7GB DVD+RW 3/Pack;Home Office;Technology;Accessories;1593;3
Samsung;Samsung Rugby III;Consumer;Technology;Phones;987;15
Avery;Avery 474;Consumer;Office Supplies;Labels;1453;400
Avanti;Avanti 4.4 Cu. Ft. Refrigerator;Consumer;Office Supplies;Appliances;1177;125
Hoover;Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum;Consumer;Office Supplies;Appliances;1245;205
Fellowes;Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection;Consumer;Office Supplies;Appliances;517;323
Bretford;Bretford Rectangular Conference Table Tops;Home Office;Furniture;Tables;179;21
Xerox;Xerox 1903;Home Office;Office Supplies;Paper;936;151
Logitech;Logitech diNovo Edge Keyboard;Home Office;Technology;Accessories;1550;426
Plantronics;Plantronics Savi W720 Multi-Device Wireless Headset System;Consumer;Technology;Accessories;1206;51
Other;ShoreTel ShorePhone IP 230 VoIP phone;Consumer;Technology;Phones;1345;64
Fellowes;Fellowes Super Stor/Drawer;Consumer;Office Supplies;Storage;381;448
Sauder;Sauder Facets Collection Library, Sky Alder Finish;Consumer;Furniture;Bookcases;76;297
Logitech;Logitech G600 MMO Gaming Mouse;Consumer;Technology;Accessories;104;307
Apple;Apple iPhone 5C;Consumer;Technology;Phones;47;477
Other;Hypercom P1300 Pinpad;Home Office;Technology;Accessories;128;228
Avery;Avery 486;Home Office;Office Supplies;Labels;1322;485
Other;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;Corporate;Office Supplies;Paper;270;52
Nu-Dell;Nu-Dell Float Frame 11 x 14 1/2;Consumer;Furniture;Furnishings;672;440
Other;#6 3/4 Gummed Flap White Envelopes;Consumer;Office Supplies;Envelopes;1492;364
Acco;Acco 6 Outlet Guardian Standard Surge Suppressor;Consumer;Office Supplies;Appliances;637;196
Easy-staple paper;Easy-staple paper;Consumer;Office Supplies;Paper;367;338
Other;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;Consumer;Office Supplies;Envelopes;1604;207
Memorex;Memorex Micro Travel Drive 4 GB;Consumer;Technology;Accessories;650;277
Bevis;Bevis 36 x 72 Conference Tables;Consumer;Furniture;Tables;297;398
Enermax;Enermax Acrylux Wireless Keyboard;Consumer;Technology;Accessories;1187;350
Belkin;Belkin 6 Outlet Metallic Surge Strip;Corporate;Office Supplies;Appliances;186;382
Howard Miller;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";Home Office;Furniture;Furnishings;562;450
Sanford;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;Home Office;Office Supplies;Art;1343;336
Enermax;Enermax Acrylux Wireless Keyboard;Home Office;Technology;Accessories;1187;182
Other;Star Micronics TSP800 TSP847IIU Receipt Printer;Home Office;Technology;Machines;899;382
Other;OIC #2 Pencils, Medium Soft;Corporate;Office Supplies;Art;513;266
Anker;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;Consumer;Technology;Phones;1605;281
Newell;Newell 336;Home Office;Office Supplies;Art;1447;298
Other;Harbour Creations Steel Folding Chair;Corporate;Furniture;Chairs;121;218
Tennsco;Tennsco Lockers, Sand;Corporate;Office Supplies;Storage;1270;471
Belkin;Belkin Premiere Surge Master II 8-outlet surge protector;Consumer;Office Supplies;Appliances;1161;242
Atlantic;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;Consumer;Furniture;Bookcases;1209;354
Dixon;Dixon My First Ticonderoga Pencil, #2;Consumer;Office Supplies;Art;541;209
Other;Magna Visual Magnetic Picture Hangers;Consumer;Furniture;Furnishings;1520;191
Other;Computer Printout Paper with Letter-Trim Perforations;Consumer;Office Supplies;Paper;1174;61
Clearsounds;ClearSounds CSC500 Amplified Spirit Phone Corded phone;Consumer;Technology;Phones;1095;179
Smead;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;Corporate;Office Supplies;Labels;910;223
Xerox;Xerox 1887;Corporate;Office Supplies;Paper;159;386
Xerox;Xerox 1967;Corporate;Office Supplies;Paper;185;268
Eldon;Eldon Regeneration Recycled Desk Accessories, Black;Corporate;Furniture;Furnishings;1521;490
Canon;Canon PC1060 Personal Laser Copier;Corporate;Technology;Copiers;1251;456
SAFCO;SAFCO Arco Folding Chair;Corporate;Furniture;Chairs;786;428
Avery;Avery Hole Reinforcements;Consumer;Office Supplies;Binders;243;160
Other;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;Consumer;Office Supplies;Fasteners;693;388
Executive Impressions;"Executive Impressions 14"" Two-Color Numerals Wall Clock";Consumer;Furniture;Furnishings;1305;408
Stanley;Stanley Bostitch Contemporary Electric Pencil Sharpeners;Consumer;Office Supplies;Art;1606;43
Ibico;Ibico Standard Transparent Covers;Consumer;Office Supplies;Binders;275;14
Other;OIC Bulk Pack Metal Binder Clips;Consumer;Office Supplies;Fasteners;992;218
Other;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;Consumer;Office Supplies;Paper;864;52
Other;Swingline SM12-08 MicroCut Jam Free Shredder;Consumer;Technology;Machines;192;468
Other;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;Consumer;Office Supplies;Paper;1402;328
Other;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);Consumer;Office Supplies;Paper;685;32
Brother;Brother DCP1000 Digital 3 in 1 Multifunction Machine;Consumer;Technology;Copiers;359;149
Atlantic;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;Consumer;Furniture;Bookcases;1209;421
Plantronics;Plantronics Savi W720 Multi-Device Wireless Headset System;Consumer;Technology;Accessories;1206;320
Tenex;Tenex B1-RE Series Chair Mats for Low Pile Carpets;Consumer;Furniture;Furnishings;276;458
Other;Tuf-Vin Binders;Consumer;Office Supplies;Binders;1411;172
Kensington;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;Home Office;Office Supplies;Appliances;1334;430
Avery;Avery 474;Consumer;Office Supplies;Labels;1453;323
Xerox;Xerox 227;Consumer;Office Supplies;Paper;1441;403
Xerox;Xerox 1949;Home Office;Office Supplies;Paper;403;168
Tenex;Tenex Antistatic Computer Chair Mats;Corporate;Furniture;Furnishings;990;64
Rush;Rush Hierlooms Collection Rich Wood Bookcases;Corporate;Furniture;Bookcases;1607;423
Newell;Newell 351;Corporate;Office Supplies;Art;45;167
Xerox;Xerox 1978;Corporate;Office Supplies;Paper;741;104
Logitech;Logitech B530 USB Headset - headset - Full size, Binaural;Corporate;Technology;Phones;550;24
KI;KI Adjustable-Height Table;Consumer;Furniture;Tables;280;496
Office Star;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;Home Office;Furniture;Chairs;1608;462
Xerox;Xerox 1906;Consumer;Office Supplies;Paper;1192;202
Other;Staples;Consumer;Office Supplies;Fasteners;80;22
Riverside;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;Corporate;Furniture;Tables;765;348
Staple envelope;Staple envelope;Corporate;Office Supplies;Envelopes;29;94
O'Sullivan;O'Sullivan 5-Shelf Heavy-Duty Bookcases;Corporate;Furniture;Bookcases;1609;256
Executive Impressions;"Executive Impressions 14"" Contract Wall Clock with Quartz Movement";Corporate;Furniture;Furnishings;1610;39
Staple magnet;Staple magnet;Corporate;Office Supplies;Storage;162;238
Maxell;Maxell CD-R Discs;Corporate;Technology;Accessories;879;210
SanDisk;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;Corporate;Technology;Accessories;410;77
Atlantic;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;Home Office;Furniture;Bookcases;1026;78
Global;Global Fabric Manager's Chair, Dark Gray;Home Office;Furniture;Chairs;1205;397
Other;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";Home Office;Office Supplies;Envelopes;1611;179
Plantronics;Plantronics HL10 Handset Lifter;Home Office;Technology;Phones;440;430
Fellowes;Fellowes Super Stor/Drawer Files;Corporate;Office Supplies;Storage;890;47
Other;Geemarc AmpliPOWER60;Corporate;Technology;Phones;446;102
Strathmore;Strathmore #10 Envelopes, Ultimate White;Consumer;Office Supplies;Envelopes;388;186
Belkin;Belkin F9G930V10-GRY 9 Outlet Surge;Consumer;Office Supplies;Appliances;317;56
Avery;Avery 497;Consumer;Office Supplies;Labels;1612;224
Xerox;Xerox 1917;Consumer;Office Supplies;Paper;951;83
Cisco;Cisco SPA 502G IP Phone;Consumer;Technology;Phones;1613;267
Maxell;Maxell 4.7GB DVD-R 5/Pack;Corporate;Technology;Accessories;590;134
Sterilite;Sterilite Show Offs Storage Containers;Home Office;Office Supplies;Storage;238;75
Kensington;Kensington 7 Outlet MasterPiece Power Center;Home Office;Office Supplies;Appliances;787;147
Xerox;Xerox 1950;Home Office;Office Supplies;Paper;1614;156
Other;Lenovo 17-Key USB Numeric Keypad;Consumer;Technology;Accessories;1381;388
Tenex;Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost;Consumer;Office Supplies;Storage;1615;312
Acme;Acme Serrated Blade Letter Opener;Consumer;Office Supplies;Supplies;719;476
Tyvek;Tyvek Side-Opening Peel & Seel Expanding Envelopes;Consumer;Office Supplies;Envelopes;1327;167
Xerox;Xerox 1929;Consumer;Office Supplies;Paper;709;42
Other;2300 Heavy-Duty Transfer File Systems by Perma;Consumer;Office Supplies;Storage;354;137
Zebra;Zebra GX420t Direct Thermal/Thermal Transfer Printer;Consumer;Technology;Machines;1358;144
Cisco;Cisco SPA 502G IP Phone;Consumer;Technology;Phones;1613;236
Ibico;Ibico Hi-Tech Manual Binding System;Consumer;Office Supplies;Binders;9;83
Ibico;Ibico Plastic Spiral Binding Combs;Corporate;Office Supplies;Binders;414;414
GBC;GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack;Corporate;Office Supplies;Binders;452;322
Other;Aluminum Screw Posts;Corporate;Office Supplies;Binders;1291;278
Other;Tuf-Vin Binders;Corporate;Office Supplies;Binders;1411;14
Stockwell;Stockwell Push Pins;Consumer;Office Supplies;Fasteners;158;425
Fellowes;Fellowes Stor/Drawer Steel Plus Storage Drawers;Consumer;Office Supplies;Storage;30;249
Staple remover;Staple remover;Consumer;Office Supplies;Supplies;490;217
Fellowes;Fellowes Presentation Covers for Comb Binding Machines;Corporate;Office Supplies;Binders;436;387
Eldon;Eldon Expressions Wood Desk Accessories, Oak;Consumer;Furniture;Furnishings;975;42
Newell;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;Consumer;Office Supplies;Binders;569;447
Bush;Bush Westfield Collection Bookcases, Medium Cherry Finish;Corporate;Furniture;Bookcases;1418;483
Other;GE 30522EE2;Corporate;Technology;Phones;746;173
Hon;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;Corporate;Furniture;Tables;958;147
Storex;Storex Dura Pro Binders;Corporate;Office Supplies;Binders;55;93
Imation;Imation Clip USB flash drive - 8 GB;Corporate;Technology;Accessories;401;423
WD My Passport;WD My Passport Ultra 1TB Portable External Hard Drive;Corporate;Technology;Accessories;925;209
AT&T;AT&T 17929 Lendline Telephone;Corporate;Technology;Phones;79;178
Other;Recycled Steel Personal File for Hanging File Folders;Consumer;Office Supplies;Storage;72;178
Newell;Newell 312;Corporate;Office Supplies;Art;16;292
Avery;Avery Arch Ring Binders;Corporate;Office Supplies;Binders;393;215
Hewlett-Packard;Hewlett Packard 310 Color Digital Copier;Corporate;Technology;Copiers;1478;196
Newell;Newell 337;Corporate;Office Supplies;Art;1616;146
Logitech;Logitech MX Performance Wireless Mouse;Corporate;Technology;Accessories;1617;174
Logitech;Logitech B530 USB Headset - headset - Full size, Binaural;Corporate;Technology;Phones;550;362
Panasonic;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;Home Office;Office Supplies;Art;1247;334
Executive Impressions;"Executive Impressions 13"" Clairmont Wall Clock";Consumer;Furniture;Furnishings;194;133
Xerox;Xerox 212;Consumer;Office Supplies;Paper;1426;21
Atlantic;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;Corporate;Furniture;Bookcases;1026;484
Other;Plastic Binding Combs;Corporate;Office Supplies;Binders;959;134
Newell;Newell 319;Consumer;Office Supplies;Art;263;29
XtraLife;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";Consumer;Office Supplies;Binders;1248;79
Avaya;Avaya 5410 Digital phone;Consumer;Technology;Phones;1618;460
Logitech;Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning;Corporate;Technology;Accessories;1619;42
Other;netTALK DUO VoIP Telephone Service;Corporate;Technology;Phones;434;83
DAX;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;Corporate;Furniture;Furnishings;1336;442
Other;24-Hour Round Wall Clock;Corporate;Furniture;Furnishings;406;452
Logitech;Logitech Media Keyboard K200;Corporate;Technology;Accessories;1571;53
DAX;DAX Value U-Channel Document Frames, Easel Back;Consumer;Furniture;Furnishings;20;479
Xerox;Xerox 2;Home Office;Office Supplies;Paper;507;266
Xerox;Xerox 1935;Home Office;Office Supplies;Paper;1583;60
Other;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;Home Office;Technology;Phones;1620;26
Ultra;Ultra Door Push Plate;Home Office;Furniture;Furnishings;50;288
Electrix;Electrix Fluorescent Magnifier Lamps & Weighted Base;Consumer;Furniture;Furnishings;1621;120
Xerox;Xerox 1882;Consumer;Office Supplies;Paper;1025;225
Other;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";Consumer;Office Supplies;Binders;740;409
Other;#10 Gummed Flap White Envelopes, 100/Box;Consumer;Office Supplies;Envelopes;1530;189
Xerox;Xerox 1959;Consumer;Office Supplies;Paper;1211;191
Bevis;"Bevis Round Bullnose 29"" High Table Top";Consumer;Furniture;Tables;933;69
Other;American Pencil;Home Office;Office Supplies;Art;207;198
Other;Quality Park Security Envelopes;Home Office;Office Supplies;Envelopes;1077;206
Logitech;Logitech Gaming G510s - Keyboard;Home Office;Technology;Accessories;710;65
Xerox;Xerox 1893;Home Office;Office Supplies;Paper;1031;161
Wilson Jones;Wilson Jones Active Use Binders;Consumer;Office Supplies;Binders;1047;422
Other;Imation 8GB Mini TravelDrive USB 2.0 Flash Drive;Consumer;Technology;Accessories;1622;446
First Data;First Data FD10 PIN Pad;Corporate;Technology;Accessories;1150;54
Tenex;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";Home Office;Furniture;Furnishings;1572;100
Logitech;Logitech G19 Programmable Gaming Keyboard;Home Office;Technology;Accessories;1463;82
Logitech;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Home Office;Technology;Accessories;33;356
Global;Global Ergonomic Managers Chair;Consumer;Furniture;Chairs;1434;279
Global;Global Super Steno Chair;Consumer;Furniture;Chairs;793;408
Other;Bagged Rubber Bands;Consumer;Office Supplies;Fasteners;1371;147
Avery;Avery 475;Consumer;Office Supplies;Labels;985;253
Avery;Avery 476;Consumer;Office Supplies;Labels;218;392
Sauder;Sauder Forest Hills Library, Woodland Oak Finish;Consumer;Furniture;Bookcases;1424;386
Eldon;Eldon Pizzaz Desk Accessories;Consumer;Furniture;Furnishings;923;70
Fellowes;Fellowes Mighty 8 Compact Surge Protector;Consumer;Office Supplies;Appliances;38;144
Other;"Contract Clock, 14"", Brown";Corporate;Furniture;Furnishings;465;172
Xerox;Xerox 218;Consumer;Office Supplies;Paper;1586;439
Verbatim;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;Home Office;Technology;Accessories;1275;257
Panasonic;Panasonic Kx-TS550;Home Office;Technology;Phones;529;499
Wilson Jones;Wilson Jones data.warehouse D-Ring Binders with DublLock;Consumer;Office Supplies;Binders;647;431
DAX;DAX Cubicle Frames, 8-1/2 x 11;Consumer;Furniture;Furnishings;628;455
Other;4009 Highlighters;Corporate;Office Supplies;Art;1623;142
Iceberg;Iceberg Mobile Mega Data/Printer Cart;Corporate;Office Supplies;Storage;1406;377
Logitech;Logitech Wireless Marathon Mouse M705;Corporate;Technology;Accessories;266;309
XtraLife;XtraLife ClearVue Slant-D Ring Binders by Cardinal;Corporate;Office Supplies;Binders;1274;26
Dixon;Dixon Ticonderoga Maple Cedar Pencil, #2;Corporate;Office Supplies;Art;1624;21
Other;"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";Corporate;Office Supplies;Paper;1625;410
Tenex;Tenex B1-RE Series Chair Mats for Low Pile Carpets;Corporate;Furniture;Furnishings;276;407
Chromcraft;Chromcraft Round Conference Tables;Corporate;Furniture;Tables;1347;415
GBC;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Corporate;Office Supplies;Binders;40;350
SAFCO;SAFCO Commercial Wire Shelving, 72h;Corporate;Office Supplies;Storage;65;459
Newell;Newell 345;Corporate;Office Supplies;Art;137;242
Xerox;Xerox 1943;Corporate;Office Supplies;Paper;1565;260
GBC;GBC Wire Binding Strips;Consumer;Office Supplies;Binders;1467;423
Avery;Avery 512;Consumer;Office Supplies;Labels;913;76
Other;File Shuttle II and Handi-File, Black;Consumer;Office Supplies;Storage;868;226
Other;Heavy-Duty E-Z-D Binders;Consumer;Office Supplies;Binders;1480;425
O'Sullivan;O'Sullivan 2-Shelf Heavy-Duty Bookcases;Consumer;Furniture;Bookcases;683;234
Global;Global Deluxe High-Back Office Chair in Storm;Consumer;Furniture;Chairs;1626;247
Bretford;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;Consumer;Furniture;Tables;1627;499
Avery;Avery Durable Binders;Consumer;Office Supplies;Binders;548;443
Nokia;Nokia Lumia 1020;Consumer;Technology;Phones;1628;448
Easy-staple paper;Easy-staple paper;Home Office;Office Supplies;Paper;367;470
AT&T;AT&T 1080 Phone;Home Office;Technology;Phones;1493;156
Xerox;Xerox 1994;Consumer;Office Supplies;Paper;721;367
Staple envelope;Staple envelope;Corporate;Office Supplies;Envelopes;29;211
Fellowes;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Home Office;Office Supplies;Binders;1022;75
Other;#10 White Business Envelopes,4 1/8 x 9 1/2;Home Office;Office Supplies;Envelopes;860;334
Other;X-Rack File for Hanging Folders;Corporate;Office Supplies;Storage;352;120
Xerox;Xerox 1883;Corporate;Office Supplies;Paper;1271;42
Deflect-o;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;Corporate;Furniture;Furnishings;1629;94
Belkin;"Belkin 19"" Center-Weighted Shelf, Gray";Consumer;Office Supplies;Storage;1470;451
Other;Acrylic Self-Standing Desk Frames;Consumer;Furniture;Furnishings;533;388
Other;Presstex Flexible Ring Binders;Consumer;Office Supplies;Binders;475;167
Hewlett-Packard;"HP Designjet T520 Inkjet Large Format Printer - 24"" Color";Consumer;Technology;Machines;846;378
Hon;Hon Multipurpose Stacking Arm Chairs;Consumer;Furniture;Chairs;396;308
SAFCO;Safco Commercial Shelving;Corporate;Office Supplies;Storage;265;183
Nu-Dell;Nu-Dell Float Frame 11 x 14 1/2;Consumer;Furniture;Furnishings;672;495
AT&T;AT&T 17929 Lendline Telephone;Consumer;Technology;Phones;79;409
Chromcraft;Chromcraft Round Conference Tables;Consumer;Furniture;Tables;1347;200
Avery;Avery 508;Consumer;Office Supplies;Labels;2;108
Fellowes;Fellowes Mobile File Cart, Black;Consumer;Office Supplies;Storage;898;449
Anker;Anker Astro 15000mAh USB Portable Charger;Consumer;Technology;Phones;1630;92
Bush;Bush Andora Bookcase, Maple/Graphite Gray Finish;Home Office;Furniture;Bookcases;1044;284
Eldon;Eldon 200 Class Desk Accessories, Black;Home Office;Furniture;Furnishings;1009;69
Other;Ames Color-File Green Diamond Border X-ray Mailers;Home Office;Office Supplies;Envelopes;1043;30
Other;Revere Boxed Rubber Bands by Revere;Home Office;Office Supplies;Fasteners;824;285
Other;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;Home Office;Office Supplies;Paper;1288;371
Other;White Computer Printout Paper by Universal;Home Office;Office Supplies;Paper;653;68
Xerox;Xerox 1943;Home Office;Office Supplies;Paper;1565;124
Carina;"Carina 42""Hx23 3/4""W Media Storage Unit";Home Office;Office Supplies;Storage;149;450
Belkin;"Belkin 19"" Vented Equipment Shelf, Black";Home Office;Office Supplies;Storage;634;78
Plantronics;Plantronics Cordless Phone Headset with In-line Volume - M214C;Home Office;Technology;Phones;503;323
Other;Aastra 57i VoIP phone;Home Office;Technology;Phones;88;320
Deflect-o;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;Corporate;Furniture;Furnishings;390;310
Universal;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;Consumer;Office Supplies;Labels;1048;212
Micro Innovations;Micro Innovations USB RF Wireless Keyboard with Mouse;Consumer;Technology;Accessories;1596;27
Motorola;Motorola L703CM;Corporate;Technology;Phones;1423;256
Xerox;Xerox 1912;Consumer;Office Supplies;Paper;1012;394
Samsung;Samsung Galaxy S4 Mini;Home Office;Technology;Phones;1444;341
Other;Harbour Creations Steel Folding Chair;Corporate;Furniture;Chairs;121;341
Logitech;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Corporate;Technology;Accessories;33;414
Maxell;Maxell 4.7GB DVD+RW 3/Pack;Corporate;Technology;Accessories;1593;202
Other;Mediabridge Sport Armband iPhone 5s;Corporate;Technology;Phones;1201;299
Avery;Avery Durable Slant Ring Binders, No Labels;Consumer;Office Supplies;Binders;882;136
Tennsco;Tennsco Double-Tier Lockers;Consumer;Office Supplies;Storage;1002;41
Other;Tops Green Bar Computer Printout Paper;Home Office;Office Supplies;Paper;900;84
Other;Regeneration Desk Collection;Consumer;Furniture;Furnishings;724;418
Bevis;Bevis Boat-Shaped Conference Table;Consumer;Furniture;Tables;1034;480
Other;Economy #2 Pencils;Consumer;Office Supplies;Art;152;132
Wirebound;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;Consumer;Office Supplies;Paper;1236;330
Panasonic;Panasonic KP-150 Electric Pencil Sharpener;Consumer;Office Supplies;Art;1005;105
GBC;GBC DocuBind P100 Manual Binding Machine;Consumer;Office Supplies;Binders;399;252
Advantus;Advantus Push Pins;Consumer;Office Supplies;Fasteners;589;334
Hon;Hon Every-Day Chair Series Swivel Task Chairs;Consumer;Furniture;Chairs;1631;373
Logitech;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Consumer;Technology;Accessories;33;8
Eldon;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;Consumer;Furniture;Furnishings;1098;104
Wilson Jones;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;Consumer;Office Supplies;Binders;1446;303
Hon;Hon Comfortask Task/Swivel Chairs;Consumer;Furniture;Chairs;1494;224
Global;Global Stack Chair with Arms, Black;Corporate;Furniture;Chairs;1004;329
Honeywell;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;Corporate;Office Supplies;Appliances;1632;418
Advantus;Advantus Push Pins;Corporate;Office Supplies;Fasteners;589;203
Xerox;Xerox 206;Corporate;Office Supplies;Paper;1451;371
Staple-on labels;Staple-on labels;Corporate;Office Supplies;Labels;116;434
Acme;Acme Office Executive Series Stainless Steel Trimmers;Corporate;Office Supplies;Supplies;473;225
